Node_1,Node_2,Node_3,Node_4,Rain
0.038755536,0.020638868,0.030682363,0.0222058,0
0.038820636,0.020383669,0.03050487,0.02232028,0
0.03887545,0.02013298,0.030310996,0.0224061,0
0.038918402,0.019887077,0.030105174,0.022458931,0
0.038947556,0.019646183,0.029891582,0.02247094,0
0.038961112,0.019410586,0.0296733,0.022449492,0
0.03895772,0.019180803,0.029452398,0.022401026,0
0.038936626,0.018957637,0.029230196,0.022330245,0
0.03889781,0.018741354,0.029007476,0.022240855,0
0.038841948,0.018531948,0.028784668,0.022135964,0
0.038770307,0.018330801,0.028561998,0.022018252,0
0.03868458,0.01813614,0.028339667,0.021890052,0
0.038585417,0.017946446,0.028118044,0.021753402,0
0.038473375,0.017760906,0.027897099,0.021610048,0
0.038355425,0.017579079,0.027676797,0.021461474,0
0.038233038,0.017400756,0.027457228,0.021308986,0
0.03810779,0.01722585,0.027238619,0.02115367,0
0.037980366,0.017054291,0.027021047,0.020996306,0
0.037851095,0.016885998,0.026804637,0.020837348,0
0.03772029,0.01672094,0.026589552,0.020678272,0
0.037588216,0.016559092,0.026375959,0.020521363,0
0.03745503,0.016400447,0.026164027,0.020365188,0
0.037320673,0.016244994,0.025953962,0.02020878,0
0.03718488,0.016092243,0.025745682,0.020051733,0
0.03704719,0.015940342,0.025538849,0.019893508,0
0.03690703,0.015785865,0.025333999,0.019732034,0
0.03676379,0.015624373,0.025131842,0.019567713,0
0.036616378,0.01546444,0.02493252,0.019401368,0
0.03639532,0.015304542,0.024736315,0.019233713,0
0.035930667,0.015145345,0.024543308,0.019065361,0
0.0352391,0.015000149,0.024353506,0.01889683,0
0.034746423,0.014850719,0.024167482,0.018727554,0
0.03441951,0.014709081,0.023986131,0.018560098,0
0.034184285,0.014566761,0.023810027,0.018393487,0
0.033992976,0.014434982,0.023639692,0.018229263,0
0.033817805,0.014300003,0.023475172,0.018067416,0
0.033645526,0.014171935,0.023315478,0.017907891,0
0.033470888,0.014050512,0.02315955,0.01774835,0
0.033291444,0.013925491,0.02300663,0.01759362,0
0.033106726,0.01380688,0.022855597,0.017441105,0
0.032918736,0.013685633,0.02270557,0.017289588,0
0.032729715,0.013567035,0.022555945,0.017140474,0
0.03254005,0.013451056,0.022406353,0.016992977,0
0.032349866,0.013337713,0.022256954,0.016847575,0
0.03216085,0.013227598,0.02210784,0.016702577,0
0.031973638,0.013119263,0.021959294,0.01655947,0
0.03178728,0.01301338,0.021811632,0.016419847,0
0.031601883,0.012909794,0.02166524,0.016280988,0
0.03141894,0.012801374,0.02152041,0.016147248,0
0.03123848,0.012702231,0.021377495,0.016012754,0
0.03105944,0.012601073,0.021235915,0.015880626,0
0.030882314,0.012505411,0.02109656,0.01575117,0
0.030708194,0.012407803,0.020961432,0.015623714,0
0.03053629,0.012312115,0.020830348,0.015498536,0
0.030365687,0.012221214,0.020703116,0.015375461,0
0.03019732,0.012131193,0.020579737,0.015254391,0
0.03003168,0.012037877,0.0204594,0.015135461,0
0.029867552,0.011940962,0.020341136,0.015017333,0
0.029704763,0.011848145,0.02022472,0.014902684,0
0.029544553,0.011756069,0.020110022,0.014786679,0
0.029386686,0.011664834,0.019996794,0.014675793,0
0.029230108,0.011574378,0.019881606,0.014566768,0
0.029075535,0.01148937,0.019763837,0.014456202,0
0.028923886,0.01139818,0.019645901,0.014348687,0
0.028774254,0.011308372,0.019529192,0.014244434,0
0.0286262,0.011224249,0.019412333,0.014141748,0
0.028480968,0.011142322,0.019294642,0.014038852,0
0.028338702,0.011061615,0.019177034,0.01393562,0
0.028198384,0.010973235,0.019059094,0.013835236,0
0.028060531,0.010895398,0.01894208,0.013737861,0
0.027926125,0.010818954,0.018825708,0.013638469,0
0.02779431,0.010736428,0.018710129,0.013543718,0
0.027664457,0.010661162,0.018595647,0.013445011,0
0.027537486,0.010593139,0.018482326,0.013350727,0
0.027413303,0.010509947,0.018370155,0.013259255,0
0.027290648,0.010441113,0.018259142,0.013163745,0
0.02716965,0.01036976,0.018149137,0.013072667,0
0.027050875,0.010298826,0.018040119,0.012981338,0
0.026933301,0.010232946,0.017932074,0.01289096,0
0.026816279,0.010163776,0.01782433,0.012804856,0
0.026700636,0.01009519,0.01771765,0.012716481,0
0.026586225,0.010028214,0.017612156,0.01263112,0
0.026472054,0.009962739,0.017506994,0.012542611,0
0.02635862,0.009898718,0.017403249,0.012457493,0
0.02624661,0.009835422,0.017300233,0.012373189,0
0.026135193,0.009768749,0.0171982,0.012293198,0
0.026024178,0.009709006,0.017097425,0.012209112,0
0.025914557,0.009649399,0.016997488,0.012127899,0
0.025806056,0.009591273,0.016898379,0.012048915,0
0.025697885,0.009533637,0.01680005,0.011969261,0
0.025590744,0.009477534,0.016702801,0.011890575,0
0.025484977,0.009418505,0.016606703,0.01181232,0
0.025379729,0.009360313,0.016511543,0.011734985,0
0.025275059,0.009308801,0.016416835,0.011657959,0
0.025171716,0.0092563,0.016322844,0.011579658,0
0.025069151,0.009199805,0.016230542,0.011504252,0
0.024966942,0.009149254,0.01613838,0.011428552,0
0.024865797,0.009099958,0.016047146,0.011351453,0
0.024765704,0.00905124,0.01595679,0.011278568,0
0.02466598,0.008998113,0.015867293,0.011217072,0
0.024573715,0.00937066,0.015887342,0.011178176,12
0.024562934,0.0121743,0.01617508,0.011276752,0
0.024644116,0.015530575,0.01657153,0.01166155,0
0.024763465,0.017748924,0.017147724,0.012205919,0
0.024902923,0.018800737,0.017886238,0.012806995,0
0.0250769,0.019103253,0.018735468,0.013434641,0
0.025317581,0.01902155,0.019659866,0.014050059,0
0.02566074,0.018930165,0.020651441,0.014627931,0
0.026139606,0.01896257,0.021655168,0.015157255,0
0.026779039,0.019170644,0.022636013,0.015639694,0
0.027578963,0.019590488,0.023597507,0.016086632,0
0.028514523,0.020246146,0.02456029,0.016515926,0
0.029553818,0.021090664,0.025548853,0.016949804,0
0.030651363,0.022035198,0.0265773,0.017411675,0
0.031752948,0.022995964,0.0276398,0.017919848,0
0.03282584,0.023909533,0.028712362,0.01848329,0
0.033851366,0.024736462,0.029770438,0.019102193,0
0.034815043,0.025459614,0.03078919,0.019770054,0
0.03572155,0.026077367,0.031745136,0.020454828,0
0.036585264,0.026596572,0.0326126,0.021115746,0
0.037410885,0.02702657,0.033366997,0.021724192,0
0.038213454,0.027628155,0.03410381,0.022266505,12
0.03911549,0.029807337,0.03501719,0.022861984,0
0.04013517,0.032051947,0.036052756,0.023625068,0
0.041213047,0.03314484,0.03724914,0.024455525,0
0.04239765,0.03356438,0.038547672,0.025282202,0
0.04376615,0.03378836,0.039929595,0.026047574,0
0.045361247,0.03407056,0.04135332,0.026734447,0
0.04715705,0.0345073,0.042773835,0.027367096,0
0.049039617,0.03508529,0.044218898,0.027993834,0
0.050823886,0.03575016,0.04568265,0.02865864,0
0.05247475,0.03673563,0.04722673,0.029394763,12
0.054131158,0.039414894,0.04904441,0.030377526,0
0.055809703,0.041863743,0.051032197,0.031689532,0
0.05750133,0.043140944,0.053060286,0.033112504,0
0.059378598,0.043913394,0.05504258,0.034464076,0
0.061551984,0.04463918,0.05691071,0.03563879,0
0.063986346,0.045470897,0.058642592,0.03663655,0
0.0665491,0.046380244,0.06032777,0.037537027,0
0.069100946,0.047285102,0.06191325,0.03843971,0
0.071521565,0.04810263,0.06333387,0.039393924,0
0.07368054,0.048753247,0.06456089,0.04040361,0
0.0754794,0.0491952,0.06556382,0.041367065,0
0.077029,0.04942701,0.06632136,0.04219593,0
0.07840788,0.04946751,0.06684794,0.04285576,0
0.08373163,0.049337424,0.067184374,0.043354012,0
0.09528412,0.049056564,0.06737347,0.043722223,0
0.104049645,0.0486422,0.067450956,0.043997638,0
0.11667568,0.048109066,0.06744308,0.04421175,0
0.11927526,0.047473073,0.067363,0.0443877,0
0.1285459,0.04674393,0.06720619,0.044535067,0
0.14242287,0.04595902,0.06696266,0.044651497,0
0.14916225,0.045144826,0.06663348,0.04472652,0
0.15804602,0.04431576,0.066225104,0.04474628,0
0.16189463,0.043482378,0.06573943,0.044697832,0
0.17927943,0.04265401,0.06518121,0.04457218,0
0.18207428,0.04183868,0.064561605,0.044365577,0
0.18912648,0.0410458,0.06388389,0.044079345,0
0.19510165,0.040275358,0.063157596,0.043718673,0
0.20494206,0.03978935,0.06250549,0.04329333,12
0.207383,0.040823657,0.062133867,0.04290457,0
0.21403898,0.04180157,0.06200839,0.04268508,0
0.22453286,0.041897796,0.062132675,0.042584743,0
0.22399698,0.04164795,0.062398013,0.042512234,0
0.23532294,0.041437406,0.06268932,0.0424256,0
0.24109468,0.04142089,0.06299152,0.042360265,0
0.24650986,0.041606355,0.06335706,0.0423692,0
0.25241923,0.041926965,0.06377118,0.042466078,0
0.26320428,0.042300675,0.06416037,0.04261425,0
0.26216632,0.04266219,0.0644578,0.042752158,0
0.2760465,0.04297107,0.064629495,0.04282505,0
0.27908054,0.043205228,0.064672686,0.042802874,0
0.28515378,0.04335673,0.06460534,0.042681687,0
0.29466343,0.043432776,0.064453356,0.04247599,0
0.2974454,0.043740857,0.06435674,0.0422149,12
0.30527714,0.04566514,0.06455685,0.042065267,0
0.3143002,0.047347087,0.06503637,0.042198572,0
0.3132198,0.047928784,0.06579792,0.042510327,0
0.32060647,0.048070394,0.066708535,0.042872846,0
0.32912028,0.048202556,0.067585565,0.043243054,0
0.3308709,0.04882091,0.068565615,0.04368443,12
0.3407896,0.05144347,0.07005368,0.04448528,0
0.34332874,0.053642835,0.07197379,0.045771096,0
0.35565665,0.054656964,0.07408614,0.047222625,0
0.35268933,0.05575535,0.07626415,0.048595574,12
0.36812362,0.05905451,0.07873019,0.050032683,0
0.37287253,0.06236369,0.08172052,0.051743068,12
0.37773386,0.06678336,0.08542749,0.05383452,0
0.3938831,0.06985083,0.08942254,0.056208618,0
0.39532983,0.07186781,0.09315649,0.058474768,0
0.40923047,0.07442959,0.09698442,0.06050018,12
0.4189474,0.07910284,0.101331785,0.062782116,0
0.4290181,0.08255996,0.10593798,0.06559782,0
0.44332126,0.08495899,0.11021348,0.06840977,12
0.45526177,0.08882767,0.11450748,0.071031325,0
0.4651958,0.091416076,0.118808344,0.07363389,0
0.48455814,0.09274126,0.122561485,0.076129,0
0.4920928,0.09374827,0.125583,0.078459315,0
0.5130507,0.09438593,0.12837456,0.0807305,0
0.5258248,0.094778515,0.13065311,0.0829887,12
0.54086703,0.09616555,0.13244036,0.0851444,0
0.557455,0.0962571,0.13393976,0.086947784,0
0.5713987,0.09539496,0.13489053,0.08805393,0
0.5884266,0.0944737,0.13538301,0.0885976,0
0.60208553,0.09351554,0.13581933,0.08911784,0
0.6220338,0.092334025,0.13577355,0.08973503,0
0.6349995,0.0909042,0.13505822,0.08999152,0
0.64721423,0.08927331,0.13383898,0.08957049,0
0.6585553,0.0875041,0.1322145,0.08858513,0
0.66518587,0.085987434,0.13047613,0.087296195,12
0.6704976,0.08590271,0.12914973,0.08607452,0
0.67682976,0.08510662,0.12818708,0.08518658,0
0.68318546,0.08366329,0.1272779,0.08442363,0
0.6875608,0.08240452,0.12633468,0.08368103,0
0.6905553,0.0814041,0.12551449,0.083141476,0
0.6918097,0.08049065,0.12457048,0.08276551,0
0.6919631,0.07953916,0.12335827,0.08222346,0
0.691479,0.078496926,0.121950515,0.08129611,0
0.69096357,0.07738132,0.12040651,0.08002522,0
0.69105935,0.07621635,0.11875588,0.07857732,0
0.6910185,0.0750047,0.11700984,0.077094726,0
0.6903261,0.07373645,0.115250364,0.07568312,0
0.6895385,0.072416954,0.11350257,0.0743924,0
0.6883098,0.07105993,0.11171184,0.07320568,0
0.6868464,0.06964798,0.109957814,0.0721054,0
0.685438,0.068202436,0.10816564,0.071074575,0
0.6842076,0.06675282,0.106365785,0.07008724,0
0.68298244,0.06532551,0.10457463,0.06909781,0
0.681557,0.06393804,0.10285061,0.06807194,0
0.6802019,0.062574275,0.10116171,0.06699933,0
0.6786645,0.061229713,0.09947041,0.06588603,0
0.677067,0.059930734,0.09777105,0.06474646,0
0.6755851,0.05868191,0.09611526,0.06359598,0
0.6741844,0.057484232,0.09443312,0.06244384,0
0.6728563,0.056338403,0.09277028,0.061304763,0
0.67153734,0.055252038,0.091118634,0.060194448,0
0.67026484,0.054237247,0.08948838,0.059120934,0
0.66892564,0.05326639,0.08790806,0.058073916,0
0.66756165,0.052645255,0.086463995,0.05706836,12
0.6663317,0.05352588,0.085381255,0.05621798,0
0.66528296,0.05460005,0.08503996,0.05564731,12
0.6647589,0.056957353,0.08545425,0.055529125,0
0.66468954,0.058313366,0.08642147,0.055895016,0
0.6649911,0.05902524,0.08781214,0.05637805,12
0.6654297,0.062080674,0.08993594,0.05715882,0
0.66597337,0.06496136,0.09266103,0.058552466,0
0.6668917,0.06692448,0.0955857,0.06029813,0
0.66798586,0.06924882,0.09844398,0.062075637,12
0.6689083,0.0736044,0.101754285,0.064028576,0
0.6699965,0.07721535,0.10534817,0.066242345,0
0.6718033,0.07960288,0.10862455,0.06819475,0
0.67389953,0.081685804,0.11127574,0.06954332,0
0.6753918,0.08354554,0.113643594,0.07047112,0
0.67673653,0.08491633,0.1157573,0.07134261,0
0.67818326,0.08559719,0.11726509,0.072290756,0
0.6794048,0.08558885,0.11825629,0.073194824,0
0.68034303,0.08500532,0.11882029,0.073965326,0
0.6813904,0.08396363,0.118951455,0.07465705,0
0.68246585,0.08256763,0.118702404,0.07534062,0
0.6831194,0.08090874,0.1181581,0.07600103,0
0.6835073,0.07907221,0.11733082,0.076517425,0
0.6836431,0.07710646,0.116207905,0.07674395,0
0.68351066,0.07510182,0.11477777,0.076605074,0
0.6831876,0.07314443,0.11308607,0.07610595,0
0.6827983,0.07126612,0.11132321,0.07531065,0
0.6823408,0.06944713,0.10941379,0.07428092,0
0.6817023,0.06770121,0.10750944,0.073077105,0
0.68098074,0.06604267,0.10553055,0.07176805,0
0.6801019,0.06447699,0.10357231,0.07041518,0
0.67909086,0.06299253,0.10165878,0.069031775,0
0.6779997,0.061549295,0.09977351,0.06761965,0
0.67682856,0.060164474,0.09788276,0.06619793,0
0.67559683,0.058846027,0.096042015,0.064793,0
0.67428905,0.057592645,0.094228126,0.06342617,0
0.6729792,0.056403603,0.09243815,0.062105786,0
0.67163,0.055288337,0.09068773,0.06084423,0
0.6702504,0.05424874,0.08899532,0.05965247,0
0.6688781,0.05325271,0.08737235,0.058520462,0
0.6674993,0.05228881,0.08582191,0.057439346,0
0.666157,0.051356807,0.08438889,0.05642741,0
0.66483104,0.050455894,0.08301032,0.055459782,0
0.66352844,0.049589556,0.0816714,0.054521542,0
0.66224694,0.048759956,0.080420144,0.05360664,0
0.6609752,0.04796912,0.079202704,0.052706625,0
0.6597468,0.047203436,0.077984415,0.051817726,0
0.6585468,0.04644694,0.076776326,0.050941586,0
0.6574009,0.04570449,0.07552046,0.05008247,0
0.6563103,0.044977773,0.07424512,0.049244788,0
0.65525144,0.044271115,0.0730489,0.048433516,0
0.65422773,0.043586493,0.07191777,0.047653522,0
0.6532175,0.042924095,0.070823364,0.046903197,0
0.65224844,0.042590737,0.069866106,0.046182934,12
0.6513491,0.043770235,0.06925276,0.045578375,0
0.65058917,0.044949792,0.06895739,0.045219257,0
0.6501974,0.045214046,0.06903565,0.045071505,0
0.65004706,0.045081057,0.069283,0.045014992,0
0.6497631,0.044979837,0.069489114,0.04499417,0
0.6492958,0.04508167,0.0697073,0.045054734,0
0.64889354,0.045356665,0.07005813,0.045250427,0
0.64856726,0.045712378,0.070502795,0.045564733,0
0.64818096,0.046068646,0.0709162,0.045926798,0
0.64783406,0.046377927,0.071207054,0.046245217,0
0.64766866,0.04662107,0.071344584,0.04643749,0
0.6474838,0.046797752,0.07133482,0.046470918,0
0.6472361,0.046913758,0.07119849,0.04635434,0
0.6469552,0.04697186,0.07096393,0.046119727,0
0.6467131,0.04697173,0.07065892,0.045806397,0
0.64643025,0.04690667,0.070307106,0.045451656,0
0.64613396,0.046767082,0.06992341,0.045092206,0
0.6459146,0.046545003,0.0695145,0.044773057,0
0.6456962,0.046236414,0.06908266,0.044498328,0
0.6454407,0.04584848,0.06862875,0.04426769,0
0.6451588,0.045397073,0.068154484,0.044080332,0
0.6448275,0.044896655,0.067659646,0.043932498,0
0.64445543,0.044359542,0.067140706,0.043816194,0
0.64404464,0.04379695,0.06660082,0.043719262,0
0.64364284,0.043216914,0.0660492,0.043626558,0
0.64323676,0.042624805,0.06548976,0.043521833,0
0.6428116,0.04202622,0.06492266,0.043391276,0
0.6423946,0.041426994,0.06433944,0.043224223,0
0.64195436,0.04083237,0.06373287,0.043014042,0
0.6414882,0.040246412,0.06310824,0.042758226,0
0.6410219,0.03967186,0.062477108,0.042457774,0
0.6405541,0.039110363,0.061845202,0.042116247,0
0.6400984,0.038562793,0.061207034,0.04173874,0
0.63964254,0.038029697,0.060564592,0.04133117,0
0.6392012,0.037513223,0.059920587,0.040899996,0
0.63876915,0.037017837,0.059246223,0.04045197,0
0.63831866,0.036540862,0.058552187,0.03999336,0
0.6378698,0.036076993,0.05785553,0.039526556,0
0.63741744,0.035624836,0.057147656,0.039049316,0
0.63696337,0.035184067,0.056439023,0.03856637,0
0.6365169,0.034754317,0.055738155,0.038110867,0
0.6360711,0.0343356,0.055048957,0.037692048,0
0.6356324,0.03392811,0.054372698,0.037297867,0
0.63518775,0.03353201,0.053709935,0.036921326,0
0.63473743,0.033147283,0.0530651,0.036556453,0
0.6342917,0.03277376,0.052442394,0.036196586,0
0.6338387,0.032411497,0.051833957,0.03583681,0
0.63338935,0.032061018,0.05123523,0.035477392,0
0.6329455,0.031719573,0.050646994,0.03512128,0
0.6325023,0.03138016,0.05007158,0.03477143,0
0.6320781,0.03134168,0.04963088,0.03443237,12
0.6316947,0.032881368,0.049496207,0.034186747,0
0.63137746,0.034583565,0.049565967,0.034151435,0
0.6312961,0.03524226,0.049916204,0.034277175,0
0.631461,0.035310913,0.050462216,0.034478072,0
0.6315695,0.03565131,0.05121155,0.03469589,12
0.63157564,0.038291395,0.052407634,0.035151884,0
0.63166684,0.040827904,0.05402597,0.036021534,0
0.63219696,0.042170815,0.056015536,0.037102316,0
0.63302433,0.04320222,0.058220536,0.038239878,0
0.6337354,0.04477472,0.06063236,0.039385557,12
0.63443434,0.048658133,0.063419364,0.0408702,0
0.63526106,0.05215766,0.06651374,0.042820305,0
0.6364992,0.054332726,0.06982058,0.044850487,0
0.6379609,0.056576487,0.07318491,0.04661471,12
0.63932943,0.060975626,0.07670967,0.048414417,0
0.6408809,0.06476132,0.08039538,0.050459005,0
0.64287364,0.0671966,0.08418645,0.05246866,0
0.6452771,0.06920793,0.08761979,0.05425795,0
0.6472384,0.07108856,0.0906474,0.055868957,0
0.64886266,0.07273667,0.09348787,0.05750349,0
0.65062565,0.074264884,0.09612766,0.059267677,12
0.65253913,0.076903656,0.09883985,0.06129538,0
0.6544953,0.078376114,0.101530746,0.06351966,0
0.6569201,0.078629866,0.10385735,0.06551371,0
0.65975016,0.078643925,0.10579274,0.06710208,0
0.6620861,0.07861229,0.107554644,0.06852821,0
0.66381603,0.078778856,0.10921361,0.070117384,12
0.66551393,0.08039272,0.11088817,0.07204393,0
0.6673671,0.0810176,0.112462975,0.07404006,0
0.6694383,0.08109649,0.11387789,0.075478196,12
0.67186266,0.08353941,0.11571225,0.07653404,12
0.6745941,0.08733783,0.11883394,0.07812205,0
0.6778292,0.08901884,0.1222462,0.080238804,0
0.68149513,0.08994997,0.1250583,0.08204681,0
0.6846691,0.09178704,0.12812307,0.083460234,12
0.6870064,0.09564344,0.13200483,0.08532648,0
0.6896365,0.09811869,0.13545889,0.087727934,0
0.69288236,0.09927297,0.13785018,0.08951348,0
0.6957065,0.10013678,0.13966654,0.09023029,0
0.69801676,0.10064373,0.14114502,0.09059679,0
0.70019984,0.10049247,0.14187878,0.09116535,0
0.70192486,0.099639505,0.14191835,0.09175243,0
0.7029703,0.0981816,0.14150265,0.09206271,0
0.7037842,0.096277066,0.1405568,0.09208317,0
0.7046515,0.09405328,0.13916838,0.09188316,0
0.705042,0.0916089,0.13749537,0.09145974,0
0.7050108,0.08907969,0.13558088,0.09077514,0
0.70458263,0.08650031,0.13340041,0.089806944,0
0.70379204,0.08393793,0.13115877,0.08856432,0
0.7027239,0.08145246,0.12869497,0.08707933,0
0.70151216,0.07907672,0.12612897,0.08538997,0
0.70024186,0.07678767,0.12354501,0.08355581,0
0.69878054,0.0746113,0.12092793,0.08163386,0
0.69724625,0.072925664,0.11843008,0.07967181,12
0.6956188,0.072795056,0.1163,0.0778728,0
0.69413334,0.07230814,0.11458537,0.07644514,0
0.6930965,0.07121554,0.11310543,0.07527351,0
0.6921046,0.07024162,0.11177964,0.074200556,0
0.6908562,0.06958679,0.110808186,0.073305495,0
0.6894418,0.06949509,0.11013853,0.07266051,12
0.68823177,0.071099296,0.10988497,0.07232008,0
0.6872164,0.07210974,0.10995636,0.07225502,0
0.68672407,0.07221941,0.11013526,0.07209445,0
0.6865536,0.07230908,0.11023212,0.07168824,0
0.68614215,0.07264014,0.11041376,0.07127648,0
0.6855324,0.07308249,0.11062531,0.071082614,0
0.68501735,0.0737493,0.11075048,0.07105231,12
0.6845221,0.075771645,0.11115081,0.07118674,0
0.68421286,0.07699688,0.111796595,0.071517,0
0.6846668,0.077237755,0.112432785,0.07175843,0
0.6853152,0.07735918,0.112899944,0.07181278,0
0.68549544,0.07755872,0.113448195,0.071930826,0
0.6853866,0.07766118,0.114009045,0.0723516,0
0.6853189,0.077505454,0.11423032,0.0729584,0
0.6850299,0.077076554,0.11407857,0.073417865,0
0.68457407,0.07641408,0.11361866,0.073532656,0
0.68438005,0.07556379,0.112884045,0.073318444,0
0.6842193,0.07455998,0.11195617,0.07288056,0
0.683838,0.07342821,0.11089116,0.07231884,0
0.6833231,0.07220635,0.10971561,0.07170172,0
0.68271214,0.07089902,0.10843125,0.07106703,0
0.681972,0.06951281,0.10703704,0.07042518,0
0.68116474,0.06841752,0.105687305,0.069770195,12
0.68047565,0.068774335,0.10472229,0.069213,0
0.67992246,0.068697326,0.10412886,0.068885036,0
